index;x;y;z
0;0.459991;0.698685;-0.467270
1;0.474152;0.700699;-0.487137
2;0.490906;0.712128;-0.492691
3;0.494156;0.698975;-0.513641
4;0.474075;0.723770;-0.488037
5;0.487305;0.726059;-0.417053
6;0.521545;0.769974;-0.379181
7;0.557037;0.758835;-0.481537
8;0.549011;0.779221;-0.413574
9;0.543304;0.760406;-0.404465
10;0.648529;0.717300;-0.382141
11;0.567947;0.720810;-0.318893
12;0.678207;0.667770;-0.351059
13;0.594696;0.638214;-0.519897
14;0.643524;0.620819;-0.250626
15;0.558380;0.578537;-0.294678
16;0.690048;0.677383;-0.233459
17;0.810364;0.654617;-0.229050
18;0.588623;0.750427;-0.238297
19;0.412460;0.821426;-0.196579
20;0.253937;0.848160;-0.205154
21;0.490005;0.891205;-0.148300
22;1.129623;0.715149;-0.237808
23;0.814316;0.694443;-0.206329
24;0.873322;0.558380;-0.201965
25;0.504028;0.735184;-0.279114
26;0.501144;0.745560;-0.206192
27;0.384903;0.826385;-0.228973
28;0.434509;0.820374;-0.189514
29;0.410278;0.927399;-0.151093
30;0.255173;0.890991;-0.150497
31;0.263870;1.248901;-0.180237
32;0.285522;1.184586;-0.099503
33;0.365799;0.869095;-0.182632
34;0.229828;0.916809;-0.256378
35;0.134979;0.948120;-0.398041
36;0.199326;0.936142;-0.237518
37;0.188324;0.932831;-0.291046
38;0.167831;0.879700;-0.253403
39;0.231216;0.662567;-0.229034
40;0.143814;0.557358;-0.338776
41;0.187271;0.567520;-0.311890
42;0.366837;0.251999;0.188309
43;0.207123;1.118668;-0.235535
44;-0.036331;1.437302;-0.290848
45;0.309509;1.237625;-0.211472
46;0.187271;0.844543;-0.229141
47;0.108276;0.830765;-0.153488
48;0.026642;1.026718;-0.045670
49;0.066483;1.130356;-0.202332
50;0.022537;1.034805;-0.167419
51;0.037659;0.960419;-0.223648
52;0.025940;1.104187;-0.189697
53;0.029404;1.179855;-0.235458
54;0.028748;1.175262;-0.373245
55;0.071762;1.289062;-0.492310
56;-0.013107;1.201401;-0.322647
57;0.028931;1.001328;-0.377792
58;-0.356110;1.043381;-0.305099
59;-0.128845;0.800095;-0.269760
60;-0.001389;0.819046;-0.246750
61;0.102539;0.759293;-0.266312
62;0.102402;0.731430;-0.390015
63;0.044785;0.698257;-0.421875
64;-0.027435;0.830490;-0.517044
65;0.041397;0.858841;-0.539993
66;0.117493;0.873413;-0.534317
67;0.099182;0.858505;-0.509277
68;0.071884;0.808075;-0.483658
69;-0.052063;0.796692;-0.562149
70;0.017731;0.814133;-0.528549
71;0.136078;0.900421;-0.306656
72;-0.053864;1.193359;-0.586487
73;-0.197952;1.599686;-0.809662
74;-0.185089;0.683899;-0.028946
75;-0.419006;0.442001;0.172638
76;0.066162;1.209686;0.096558
77;0.387772;1.278870;-0.095108
78;-0.140335;0.822617;0.011093
79;-0.165848;0.876282;-0.049576
80;-0.005630;1.022186;-0.073074
81;0.040375;1.043961;-0.063858
82;0.148468;0.970642;-0.054169
83;0.150681;0.983032;0.029709
84;0.008759;0.976410;-0.036987
85;-0.065491;0.986710;-0.049240
86;0.013031;0.972580;0.013123
87;0.059158;0.900040;0.067963
88;0.016937;0.927490;0.020187
89;0.075333;0.961533;0.044800
90;0.120239;0.979218;0.126740
91;0.070343;0.988159;0.121643
92;0.056839;1.150040;0.074860
93;0.138596;1.348495;-0.095062
94;0.299774;1.328705;-0.146805
95;0.213196;1.496414;-0.126938
96;-0.068985;1.250244;-0.126221
97;-0.438370;1.050171;-0.179779
98;-0.726776;1.111710;-0.013168
99;-0.113235;1.312759;0.023544
100;0.270615;1.118683;-0.075043
101;-0.025620;0.782135;-0.173172
102;0.005707;0.802856;-0.127121
103;-0.009628;0.732315;-0.184769
104;-0.058655;0.609894;-0.120834
105;-0.176178;0.379822;-0.053116
106;-0.100967;0.386139;-0.144302
107;-0.002716;0.478851;-0.337509
108;0.061493;0.788879;-0.841919
109;0.354401;1.453842;-1.074219
110;0.453278;1.246643;-0.892303
111;-0.173538;1.025665;-0.472839
112;-0.514542;1.156540;-0.574905
113;-0.260529;2.255463;-0.691254
114;0.084915;0.193649;0.899521
115;-0.718750;0.152130;0.172318
116;0.440536;1.484009;0.230652
117;0.160660;1.080399;-0.211517
118;-0.370789;0.656540;-0.092224
119;-0.041733;0.933014;-0.072021
120;0.146332;1.172562;-0.117264
121;0.110947;0.910950;-0.047195
122;0.091537;0.892776;-0.032120
123;0.095551;0.939148;0.001633
124;0.006287;0.930161;0.008133
125;-0.088364;0.898819;0.045502
126;0.014877;0.978241;-0.014755
127;0.101288;1.043732;-0.028275
128;-0.004135;0.949463;0.100739
129;0.059448;1.133041;0.164474
130;-0.180634;1.303299;0.083115
