index;x;y;z
0;0.203552;-0.129105;-0.962784
1;0.198013;-0.234818;-1.172089
2;0.158783;-0.062088;-1.115936
3;0.230713;0.079575;-0.898132
4;0.250534;-0.015564;-0.855652
5;0.057602;-0.101120;-0.926208
6;-0.070465;0.109009;-0.920273
7;-0.120148;0.037018;-0.985474
8;0.300690;-0.337250;-0.573730
9;0.203506;0.123825;-1.237091
10;0.357224;-0.284241;-0.619217
11;0.210068;-0.178406;-0.812531
12;0.046631;-0.161331;-0.879364
13;0.145203;-0.100449;-0.505219
14;0.193710;-0.150253;-1.064514
15;0.116898;-0.113525;-1.113159
16;0.086334;0.036713;-0.958344
17;-0.193481;0.428482;-1.236160
18;0.850769;0.714111;-0.751511
19;-0.081696;0.798187;-1.646957
20;0.536087;0.853241;-0.735199
21;0.188034;0.834183;-1.542328
22;1.149551;0.692413;-1.072922
23;0.816818;0.651306;-0.773926
24;0.394241;0.518387;-0.663834
25;0.796478;0.539108;0.116638
26;0.431335;0.349106;0.461197
27;0.613358;0.160156;-0.123062
28;0.950714;0.047775;-0.530258
29;0.774109;0.031342;-0.425446
30;0.478027;-0.032425;-0.966187
31;0.781662;0.136475;-1.268631
32;1.102295;0.784668;-0.362640
33;1.825363;1.135193;-0.214752
34;2.213898;1.164474;-0.806229
35;1.493683;0.842560;-0.177338
36;0.609711;0.778687;0.331573
37;-0.936584;0.922394;-0.314865
38;0.963593;1.095825;-0.328888
39;0.504517;0.143723;-0.307663
40;0.981628;0.544647;0.866470
41;0.870468;0.376587;-0.385666
42;0.409317;0.637207;-0.474533
43;0.722626;0.972412;-0.255005
44;0.643066;0.920853;-0.084702
45;0.694672;0.678986;-0.316895
46;0.956024;0.647858;-0.217392
47;1.247238;0.459213;-0.251511
48;0.980713;0.391342;-0.439606
49;0.940292;0.558823;-0.056946
50;0.861801;1.268875;-0.324432
51;0.883759;1.289551;0.090103
52;0.549805;1.461838;-0.359283
53;0.834457;0.204605;-0.195786
54;0.806671;0.771362;-0.309479
55;0.408783;0.554214;-0.385269
56;0.418747;0.428238;-0.255081
57;0.354675;0.437653;-0.148209
58;0.057159;0.268585;-0.012451
59;0.176132;0.373642;-0.179672
60;0.237396;0.421982;-0.303070
61;0.729767;0.588760;-0.553635
62;1.330002;0.803253;-0.767456
63;0.924515;0.565460;-0.751526
64;0.946701;0.749969;-0.637650
65;0.881714;0.270767;-0.368195
66;0.742416;0.717728;-0.156036
67;0.550766;0.966934;-0.382034
68;0.065567;0.574051;-0.069977
69;-0.124969;0.637848;0.538925
70;0.722015;1.354889;0.191956
71;0.557068;1.222366;-0.204559
72;0.258713;1.170013;0.028854
73;0.104980;1.081253;0.180008
74;0.135681;0.928238;-0.127090
75;0.094482;0.728668;-0.178238
76;0.067429;0.811340;-0.152008
77;0.036346;0.855316;-0.119934
78;0.123993;1.439926;-0.015472
79;0.040482;1.149826;-0.074249
80;-0.079498;1.400604;-0.235672
81;-0.063660;1.391861;-0.283966
82;0.416260;1.151382;-0.256226
83;0.319412;0.982620;0.210785
84;-0.048035;1.672897;0.392639
85;-0.638077;2.071793;0.207596
86;-0.294510;1.473831;-0.144989
87;-0.176910;0.966278;-0.163376
88;0.029938;0.927505;0.129364
89;0.135239;0.604645;0.138748
90;0.087173;0.135162;0.131332
91;-0.225693;0.075638;0.157303
92;-0.185669;0.253647;0.097092
93;-0.098114;0.404358;-0.166473
94;-0.066833;1.052109;-0.789185
95;-0.166809;2.535553;-1.554886
96;-0.110657;1.496521;-0.567062
97;-0.159988;-0.151855;-0.388306
98;0.120804;1.824585;-0.011292
99;-0.588669;1.351379;-0.380432
100;-0.791702;-0.371490;0.154343
101;-0.174026;1.075760;0.714859
102;0.263748;1.942978;0.042084
103;0.053497;1.137848;-0.082062
104;-0.368835;0.640305;0.226791
105;-0.053848;0.808243;0.322479
106;-0.052856;0.816574;-0.111313
107;0.292038;0.975510;-0.142212
108;0.285248;0.931000;-0.339493
109;0.259628;1.118774;-0.223236
110;0.151062;1.254715;-0.230545
111;0.021881;1.321640;-0.269440
112;-0.150116;1.210007;-0.324356
113;0.175125;1.403107;-0.181305
114;0.253891;1.230591;0.249863
115;-0.443832;1.535645;0.512344
116;-0.483856;1.885315;-0.154663
117;-0.337906;1.458054;-0.084564
118;-0.074295;1.214615;0.005447
119;0.202499;0.686874;0.061111
120;0.115173;0.398987;0.031082
121;-0.073837;0.093643;0.204788
122;-0.179382;-0.086685;0.256958
123;-0.047272;0.090942;0.088181
124;0.194885;0.602005;-0.639252
125;-0.070786;2.344040;-1.599838
126;-0.656113;1.886551;-0.973495
127;-0.474548;-0.165161;0.078659
128;0.125275;1.601578;-0.597809
129;-0.565689;1.636124;-0.344330
130;-0.118820;0.038513;0.524643
131;0.055954;0.688782;0.353119
132;-0.003250;1.744919;0.296707
133;-0.205795;1.341171;-0.228668
134;-0.368469;0.915634;-0.108749
135;0.070862;0.681259;0.249084
136;0.173798;0.551971;0.141632
137;0.100830;0.841354;0.022186
138;0.134018;1.016327;-0.134476
139;-0.106064;1.076019;-0.240845
140;0.178696;1.293869;-0.193832
141;0.267822;1.240112;-0.276489
142;0.363510;1.342163;-0.291412
143;0.405380;1.443832;-0.115936
144;-0.058334;1.363541;-0.087250
145;-0.278214;1.254532;0.427032
146;-0.431488;2.183334;0.010971
147;-0.142532;1.467148;0.050842
148;-0.316040;1.325668;-0.030045
149;-0.412781;0.630203;0.228973
150;0.115250;0.594101;0.178314
151;0.153061;0.417404;0.158997
152;-0.123520;0.196396;0.221222
153;-0.231613;0.025620;0.213120
154;0.050461;0.334534;-0.239014
155;0.113251;1.148087;-1.420914
156;-0.289627;2.258179;-1.583099
157;-0.238770;0.432175;-0.126053
158;-0.421753;0.693634;-0.800308
159;0.443893;2.691757;0.275650
160;-0.175766;0.148483;0.139359
161;0.101151;0.075790;0.417862
162;-0.065109;1.406570;0.482635
163;0.136719;1.631302;0.013779
164;-0.329010;0.923843;-0.079712
165;-0.088882;0.827820;0.116394
166;0.075378;0.737061;0.103699
167;0.009521;0.653870;0.041550
168;0.051468;0.863922;0.017059
169;0.121170;1.051147;-0.154221
170;-0.069809;1.106308;-0.289276
