index;x;y;z
0;0.120300;0.682999;-0.433014
1;0.129669;0.728485;-0.647385
2;0.258713;0.753876;-0.709503
3;0.224152;0.877655;-0.698929
4;0.249496;0.964157;-0.822464
5;0.325073;0.759415;-0.833344
6;0.246521;0.610916;-0.796295
7;0.287048;0.383041;-0.484589
8;0.119904;0.925720;-0.032578
9;0.534424;1.496796;-0.391113
10;0.136703;1.237000;-0.779099
11;0.120331;0.901138;0.082703
12;0.314697;0.532730;-0.014023
13;0.397461;0.783768;-0.176285
14;0.292068;0.706635;-0.488190
15;0.169800;0.622559;-0.025269
16;0.193741;0.690750;0.048416
17;0.361450;0.928894;-0.027969
18;0.294037;1.051285;-0.285751
19;0.249252;1.205078;-0.118073
20;0.259918;1.269821;-0.091461
21;0.303864;0.969482;-0.127335
22;0.339249;0.978195;-0.227570
23;0.186188;1.153473;-0.165833
24;0.366714;0.554794;-0.406631
25;0.512527;1.136185;-0.266922
26;0.525040;1.493332;-0.176483
27;0.254303;1.188522;0.107605
28;0.261551;1.319962;-0.138123
29;0.102615;1.571075;0.041550
30;0.026031;1.233170;0.058701
31;-0.234787;0.938675;-0.090088
32;-0.110931;0.721283;-0.032486
33;0.055191;0.655228;0.027969
34;0.105225;0.586472;0.128113
35;0.038406;0.606781;0.130356
36;-0.036560;0.627396;0.047165
37;-0.029526;0.685135;-0.031433
38;-0.090851;0.686447;-0.210449
39;-0.127563;1.042099;-0.784256
40;-0.102051;1.570984;-1.100677
41;-0.086395;1.351761;-0.719162
42;0.275879;0.768356;-0.266998
43;-0.033768;0.722000;-0.548141
44;-0.193695;1.893600;0.563293
45;-0.409058;1.386780;-0.461914
46;-0.247284;0.216660;0.684998
47;0.105820;0.565369;0.509415
48;0.438324;1.510223;0.196014
49;0.048157;1.517853;-0.231506
50;-0.496048;0.930710;0.037399
51;-0.206039;0.646439;0.038605
52;0.237442;0.700714;0.099335
53;0.265549;0.854767;-0.009018
54;0.072800;0.890335;-0.002151
55;-0.116486;0.966476;-0.173553
56;-0.101151;1.132278;-0.302383
57;0.130615;1.069550;-0.189423
58;0.274658;1.168625;-0.208176
59;0.406418;1.570145;-0.344727
60;0.213135;1.398376;-0.344482
61;-0.072433;1.211609;-0.124939
62;-0.340607;1.312668;0.402771
63;-0.439102;1.656418;0.143845
64;0.081558;1.130447;0.098511
65;-0.066910;1.211197;-0.052612
66;-0.071579;1.001419;0.042587
67;0.053207;0.618607;0.304184
68;0.026138;0.505341;0.259735
69;-0.074631;0.419083;0.186478
70;-0.248871;0.312378;0.134796
71;-0.206131;0.348526;-0.012924
72;-0.225006;0.627914;-0.463409
73;-0.385757;1.309540;-1.186432
74;-0.376633;1.774826;-1.083878
75;0.051498;1.259705;-0.246719
76;-0.470428;0.873245;-0.544205
77;-0.429993;1.435425;-0.098511
78;-0.070389;1.633301;-0.125259
79;-0.159882;-0.191956;0.727081
80;-0.269043;0.203079;-0.070969
81;0.175934;1.333221;0.656174
82;0.262344;1.657455;-0.253647
83;-0.019104;1.142395;0.178131
84;-0.299438;0.877396;-0.046387
85;-0.182114;0.697449;0.120422
86;0.010834;0.900040;-0.040924
87;0.106934;0.988083;-0.108902
88;-0.011398;0.946060;-0.009293
89;0.034470;0.930099;0.207825
90;-0.118576;1.006836;-0.342407
91;-0.137451;1.046967;-0.134476
92;-0.063385;1.145279;0.051270
93;0.195328;1.229874;-0.324524
94;0.246307;1.436844;-0.393600
95;0.283463;1.236542;-0.056946
96;-0.202591;1.167480;-0.047852
97;-0.225922;1.188553;0.116531
98;-0.401794;1.390518;0.161697
99;-0.308350;1.276108;0.162354
100;-0.045868;1.164185;-0.046616
101;0.063400;1.018692;0.008926
102;-0.094788;0.757645;0.037170
103;-0.061768;0.567078;0.178619
104;-0.050446;0.485245;0.206009
105;-0.166702;0.441299;0.180435
106;-0.158859;0.501312;0.015762
107;-0.220627;0.601349;-0.263351
108;-0.340225;0.911926;-0.845673
109;-0.331894;1.595306;-1.121033
110;-0.113205;1.371689;-0.696045
111;0.002655;0.905655;-0.406158
112;-0.208679;0.783386;-0.782089
113;-0.364258;1.540543;0.733719
114;-0.851608;1.320511;-1.115982
115;0.004517;0.316498;0.729492
116;-0.026489;0.788513;0.550400
117;0.048859;1.435135;0.027191
118;0.040359;1.332672;-0.124329
119;-0.245514;1.012680;-0.007263
120;-0.091415;0.756973;0.072403
121;0.059372;0.790970;0.027390
122;0.105942;0.829315;0.005585
123;-0.035950;0.780014;0.062363
124;-0.186737;0.776367;0.028717
125;-0.173569;1.105713;-0.015228
126;0.005386;1.099045;-0.043854
127;0.121704;1.123978;-0.123596
128;0.287918;1.246597;-0.277634
129;0.038071;1.319626;-0.324753
130;0.164200;1.515808;-0.136536
131;-0.005112;1.373215;-0.221191
132;-0.219803;1.108444;-0.027893
133;-0.200974;1.225800;0.293228
134;-0.411270;1.582138;0.118790
135;-0.234650;1.107819;0.116989
136;0.002655;1.083466;-0.109756
137;0.016693;1.023224;-0.033508
138;-0.038513;0.561356;0.180313
139;-0.024597;0.475601;0.148911
140;-0.080887;0.520935;0.072479
141;-0.194839;0.489120;0.054047
142;-0.199692;0.348709;0.030273
143;-0.178986;0.523087;-0.223846
144;-0.180893;0.941528;-0.698410
145;-0.249466;1.739914;-1.235550
146;-0.164520;1.541580;-0.809036
147;0.039078;0.885681;-0.385727
148;-0.153000;0.747070;-0.821411
149;-0.148682;1.798447;0.080231
150;0.062134;1.066742;0.823227
151;-0.895538;-0.038101;0.027573
152;-0.338501;0.347672;0.556610
153;0.005692;1.506409;0.382126
154;0.417831;1.791412;-0.248276
155;0.065063;1.008926;0.145432
156;-0.180069;0.742172;0.045578
157;-0.183212;0.816605;-0.036331
158;-0.072983;0.953262;-0.150970
159;-0.095123;0.759583;-0.065811
160;-0.081619;0.816132;0.213959
161;-0.025238;1.080597;-0.234512
162;0.005981;1.134552;-0.332779
163;0.028900;1.202927;-0.147980
164;0.145737;1.378433;-0.415543
165;0.187469;1.461411;-0.132446
166;0.129791;1.189484;-0.082352
167;-0.313858;1.124283;0.043274
168;-0.409500;1.848618;0.339890
169;-0.320801;1.437836;0.126846
170;-0.252441;1.091705;-0.037323
171;-0.170441;0.966400;0.035843
172;-0.053253;0.773529;0.093216
173;0.073883;0.501740;0.192993
174;0.051941;0.342972;0.200836
175;-0.217560;0.267624;0.183426
176;-0.240906;0.303528;0.072433
177;-0.105255;0.531677;-0.280518
178;-0.217026;1.187958;-1.023407
179;-0.439102;2.480026;-1.417587
180;0.128525;1.028214;-0.421249
181;-0.155914;0.375412;-0.395157
182;-0.117218;1.298676;-0.641937
183;-0.532013;1.778259;0.933899
184;-0.780014;0.297943;-0.013428
185;-0.280762;0.120804;0.439590
186;0.140350;1.264740;0.904617
187;0.444351;1.812546;-0.229492
188;-0.069809;1.160812;-0.130417
189;-0.366623;0.829773;0.024307
190;-0.216263;0.765656;0.063293
191;0.068268;1.008926;-0.054306
192;0.212418;0.883072;-0.141357
193;0.156006;0.804092;-0.044022
194;0.149750;0.904633;-0.013809
195;0.050964;1.072342;-0.249969
196;0.015732;1.199768;-0.271164
197;-0.072174;1.134186;-0.297012
198;0.070450;1.229599;-0.458633
199;0.068665;1.419525;-0.418198
200;0.183060;1.232300;-0.129745
201;0.078278;1.131088;0.173813
202;-0.326523;1.463028;0.208115
203;-0.615494;1.814468;0.150803
204;-0.228897;1.341171;0.350235
205;-0.012558;1.190735;-0.475616
206;0.012085;0.852463;0.111008
207;-0.048767;0.544052;0.308563
208;0.112991;0.352005;0.191452
209;0.014282;0.342941;0.104065
210;-0.114655;0.295334;0.072662
211;-0.268433;0.451370;0.007660
212;-0.252136;0.812958;-0.350418
213;-0.403046;1.522247;-0.993408
214;-0.192566;1.737152;-1.184082
215;0.180222;0.946503;-0.356613
216;-0.050842;0.780411;-0.634323
217;-0.169754;0.895538;-0.406799
218;-0.336838;1.534042;0.448914
219;-0.368210;0.851715;-0.797226
220;-0.369415;0.325638;0.392700
221;0.279221;1.037003;0.462082
222;0.203613;1.404984;0.262299
223;-0.257080;1.226318;0.005325
224;-0.315201;0.924194;0.020493
225;0.099533;0.710037;0.094559
226;-0.168884;0.780502;0.148041
227;-0.139679;0.854736;-0.075089
228;0.098480;0.859894;0.017029
229;-0.282257;1.063156;0.171066
230;-0.134415;1.106827;-0.195618
231;-0.088760;1.111771;-0.115112
232;0.015900;1.265457;-0.176102
233;0.066879;1.399292;-0.291687
234;-0.054871;1.501892;-0.115921
235;-0.171310;1.225937;-0.102264
236;-0.126343;1.124603;0.158966
237;-0.487534;1.372147;0.260803
238;-0.373917;1.500687;0.621140
239;-0.293106;1.047455;0.235504
240;0.165588;0.919815;-0.017441
241;-0.010254;0.682022;0.067139
242;0.084076;0.397934;0.130585
243;0.143051;0.415451;0.065598
244;-0.165527;0.553848;0.138641
245;-0.156158;0.472702;-0.025970
246;-0.269485;0.510254;-0.196716
247;-0.027145;1.364059;-0.752579
248;-0.248474;1.582001;-1.120499
249;-0.573410;1.315445;-0.430664
250;-0.310165;0.958862;-0.294113
251;0.288284;1.564331;-0.363556
252;-0.042984;1.141876;0.434402
253;-0.175217;0.700775;0.465912
254;0.389572;0.823166;0.221817
255;0.563263;0.589401;0.181107
256;-0.074966;1.253159;0.198105
257;-0.063385;0.913849;0.173584
258;0.305328;0.794373;0.044968
259;0.082031;0.907257;0.122162
260;0.303589;0.522736;-0.119736
261;0.520844;0.817383;-0.020325
262;0.372940;0.967789;-0.249176
263;0.035828;1.085144;-0.075668
264;0.310089;1.304367;-0.071716
265;0.552109;1.243759;-0.379105
266;0.520538;1.115128;-0.428833
267;0.619568;1.272263;-0.100311
268;0.541565;1.206543;0.091827
269;0.425079;1.294556;0.183716
270;-0.137726;1.379059;0.476273
271;0.319061;1.329681;0.286087
272;0.063522;1.040146;-0.094818
273;0.203049;0.866699;0.008911
274;0.302811;0.667221;0.030792
275;0.314392;0.692856;0.071991
276;0.265198;0.466324;0.124191
277;-0.012863;0.378220;0.053055
278;-0.166031;0.505051;0.028076
279;-0.094559;0.698563;-0.433914
280;0.172058;1.215118;-0.789200
